;accumulated_codon_frequencies;padj;log2FoldChange.shrunk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H2AC1;0.060606061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARID3B;0.060606061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSG3;0.060606061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CSTB;0.060606061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF3;0.060606061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PATE3;0.060606061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USP2;0.060606061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZFYVE19;0.060606061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PPIAL4D;0.060606061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PPIAL4E;0.060606061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PPIAL4F;0.060606061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADIG;0.060606061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UVSSA;0.06056338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ACSM2B;0.060553633;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DRP2;0.060542797;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TGFB3;0.060532688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AARSD1;0.060532688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HOXA11;0.060509554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OR5D18;0.060509554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHC3;0.060504202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FSTL4;0.060498221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENPT;0.060498221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GZMB;0.060483871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DCAF4;0.060483871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BSCL2;0.060475162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RPL10L;0.060465116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITIH5;0.060445387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DCAF5;0.060445387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RASGRF1;0.06043956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AXIN2;0.06042654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTCHD4;0.06042654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRAMEF19;0.060416667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WIPI1;0.060402685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARSH;0.060390764;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TLE5;0.060377358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GSDME;0.060362173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GUCA2A;0.060344828;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FCRL5;0.060327198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CRYM;0.06031746;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAGEA6;0.06031746;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PLB1;0.060315284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PCDHB4;0.060301508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MRPL12;0.060301508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AICDA;0.060301508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NRIP2;0.060283688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NR2F2;0.060283688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZDHHC9;0.060273973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AHCYL1;0.060263653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MORN1;0.060240964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DFFA;0.060240964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLC17A4;0.060240964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PPIA;0.060240964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRKAG1;0.060240964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUPR1;0.060240964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBE2G2;0.060240964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UQCRQ;0.060240964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PIMREG;0.060240964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLC22A25;0.060218978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CDK2;0.060200669;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPSF7;0.060194175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZPLD1;0.060185185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SCN3B;0.060185185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PQBP1;0.060150376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANXA8;0.060150376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RPN2;0.060126582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IGFN1;0.060124023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MEFV;0.060102302;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ILRUN;0.060085837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SRPX2;0.060085837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CLRN2;0.060085837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOR1A;0.06006006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAPPC9;0.060052219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTMR3;0.060050042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RNF135;0.060046189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF786;0.060025543;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TTLL4;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TMEM14A;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TAS2R50;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TAS2R19;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSME1;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KRTDAP;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABL1;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMIM9;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SV2B;0.05994152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UGT1A1;0.059925094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLIPR1;0.059925094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHMT1;0.059917355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALG14;0.059907834;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CD1C;0.05988024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CD1B;0.05988024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PPIL1;0.05988024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KCNV1;0.05988024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SERPING1;0.05988024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MRPL49;0.05988024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENDOD1;0.05988024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GPR33;0.05988024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CCDC107;0.059859155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CDH20;0.059850374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAPKAPK2;0.059850374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PARP12;0.05982906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TMEM185A;0.05982906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VAMP1;0.05982906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PCDHGA11;0.05982906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABCG5;0.059815951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UGT1A5;0.059813084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UGT1A4;0.059813084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LOX;0.059808612;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DYRK2;0.059800664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MFAP2;0.059782609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAP30L;0.059782609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
APOBEC3H;0.059782609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TMEM52B;0.059782609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NPAS4;0.059775841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAMP;0.059770115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TMEM106C;0.059760956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERS6;0.05974026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUBB1;0.059734513;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SERP1;0.059701493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WDR5;0.059701493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FAU;0.059701493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHC1;0.059701493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RCVRN;0.059701493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TEX101;0.059701493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PPP1R14D;0.059701493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EOMES;0.059679767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARHGEF4;0.059669686;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3orf20;0.059668508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AP3M2;0.059665871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RASSF5;0.059665871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EIF2B2;0.059659091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
XIRP1;0.059652928;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PM20D1;0.059642147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HOXB7;0.059633028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
URGCP;0.059588299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PELO;0.059585492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GP6;0.05958132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TREM1;0.059574468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAGEA8;0.059561129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OR5T2;0.059561129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRPS1L1;0.059561129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COL6A3;0.059555855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FKBP9;0.059544658;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STAG3;0.05954323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TIMM8B;0.05952381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CTSH;0.05952381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSG2;0.05952381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TMEM35A;0.05952381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POU2AF3;0.05952381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RNF130;0.05952381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CCR5;0.059490085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMBP;0.059490085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TGM5;0.059467919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FGD5;0.059466849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPT1A;0.059445178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSMB2;0.059405941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATP5MGL;0.059405941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NCKAP1L;0.059397163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PELI2;0.059382423;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OR8K1;0.059375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SNTB1;0.059369202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ASCC2;0.059366755;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GSTM5;0.059360731;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BYSL;0.059360731;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WIPI2;0.059340659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RPH3A;0.059334298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HTR2A;0.059322034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CRELD2;0.059322034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HHIPL2;0.059310345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABCF2;0.059294872;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4BPB;0.059288538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMX2;0.059288538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMIGO2;0.059273423;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAP3K3;0.059270517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MPZL1;0.059259259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RBP2;0.059259259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CFAP144;0.059259259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WWC1;0.059245961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EP400;0.05921895;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUSD6;0.059210526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BSND;0.059190031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPACA9;0.059171598;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DGAT2L6;0.059171598;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CA14;0.059171598;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATOH1;0.05915493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OPN5;0.05915493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MYBPHL;0.05915493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA1549L;0.059152306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PCDHGB7;0.059139785;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FAM199X;0.059125964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TM4SF1;0.0591133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C1orf43;0.059090909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MEX3C;0.059090909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4orf54;0.059085842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITGA10;0.059075342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PDPN;0.05907173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CCDC9B;0.059063136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CLK3;0.059063136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KLK7;0.059055118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLC1A1;0.059047619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HOXA5;0.05904059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBOX5;0.05904059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CUEDC2;0.059027778;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PCDHGA5;0.059012876;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CYFIP1;0.059011164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAGEC3;0.059006211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OPCML;0.05899705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CGN;0.0589701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHPT1;0.058968059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PLEKHA7;0.058962264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOM1L2;0.058951965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYT17;0.058947368;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P4HB;0.058939096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CNTNAP5;0.058913542;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PCDHA13;0.058885384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SORCS3;0.058871627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HSD3B1;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPRR3;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RAB29;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IL1F10;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATP6V1G2;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TMEM243;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CTSB;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CCDC87;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ASB8;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RBMS2;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELK3;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RNF113B;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SIX4;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GCHFR;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DAZAP1;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
APOC2;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RPL13A;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LAIR2;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZFP64;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UXT;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OTUD6A;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HTR2C;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POU2AF2;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARL6IP4;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CDC42SE2;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PLPP4;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FIS1;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KNCN;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUMF2;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WDR27;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TEX52;0.058823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TP63;0.058737151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P2RX7;0.058724832;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USP36;0.058718861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PLEKHA2;0.058685446;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EDA;0.058673469;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GPRC5A;0.058659218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RAB12;0.058651026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PARP16;0.058641975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RUNDC1;0.058631922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LGI2;0.058608059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHB1;0.058608059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KCNA10;0.05859375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RAD54L2;0.058583106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AIG1;0.058577406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SRSF9;0.058558559;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PPCDC;0.058536585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PDCD2L;0.058495822;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INTS3;0.058485139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BCL2L1;0.058479532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TMEM252;0.058479532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SEC31B;0.058474576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECQL5;0.058467742;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSAT1;0.058461538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OR1L3;0.058461538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWA5A;0.058449809;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IL4;0.058441558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OR5M3;0.058441558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CCDC182;0.058441558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PIH1D1;0.058419244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DDR2;0.058411215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EDNRA;0.058411215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QRFP;0.058394161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIR3DL3;0.058394161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TEX28;0.058394161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TEDDM1;0.058394161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PIERCE1;0.058394161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RAI2;0.058380414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAP2K1;0.058375635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SNAP91;0.058370044;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SURF2;0.058365759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPOUT1;0.058355438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DGLUCY;0.05834684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MS4A4A;0.058333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EGLN3;0.058333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B2M;0.058333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BCL6B;0.058333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IFT122;0.058326289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HPX;0.058315335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PKD2L1;0.058312655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TMEM268;0.058309038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
